RL.R,I(AM1.nA),V(un3),
32400,0.00024681200987315737,3.998354559945149,
32500,0.0002460528997341154,3.9983596206793757,
32600,0.00024529844480851817,3.998364650378846,
32700,0.0002445486024053925,3.9983696493281666,
32800,0.0002438033303541753,3.998374617808475,
32900,0.00024306258699680798,3.998379556097491,
33000,0.00024232633117997397,3.998384464469571,
33100,0.00024159452224747764,3.998389343195755,
33200,0.00024086712003276028,3.9983941925438207,
33300,0.00024014408485155135,3.99839901277833,
33400,0.00023942537749465135,3.9984038041606773,
33500,0.00023871095922084405,3.998408566949138,
33600,0.00023800079174993524,3.9984133013989123,
33700,0.0002372948372559154,3.998418007762174,
33800,0.00023659305836024345,3.998422686288114,
33900,0.00023589541812524975,3.9984273372229833,
34000,0.00023520188004765507,3.9984319608101364,
34100,0.00023451240805220382,3.9984365572900753,
34200,0.0002338269664854088,3.9984411269004903,
34300,0.00023314552010940526,3.9984456698763,
34400,0.0002324680340959124,3.998450186449693,
34500,0.00023179447402029953,3.998454676850167,
34600,0.00023112480585575534,3.9984591413045676,
34700,0.0002304589959675577,3.998463580037126,
34800,0.00022979701110744237,3.9984679932694975,
34900,0.00022913881840806862,3.998472381220797,
35000,0.0002284843853775793,3.9984767441076383,
35100,0.0002278336798942544,3.9984810821441648,
35200,0.00022718667020125508,3.9984853955420894,
35300,0.00022654332490145757,3.998489684510726,
35400,0.00022590361295237428,3.998493949257025,
35500,0.00022526750366116084,3.9984981899856047,
35600,0.0002246349666797071,3.9985024068987864,
35700,0.0002240059719998109,3.9985066001966243,
35800,0.00022338048994843235,3.998510770076939,
35900,0.0002227584911830277,3.9985149167353473,
36000,0.00022213994668696078,3.9985190403652937,
36100,0.00022152482776499055,3.9985231411580795,
36200,0.0002209131060388339,3.9985272193028933,
36300,0.0002203047534428011,3.99853127498684,
36400,0.00021969974221950375,3.998535308394968,
36500,0.0002190980449156329,3.9985393197103005,
36600,0.00021849963437780653,3.9985433091138596,
36700,0.00021790448374848476,3.9985472767846955,
36800,0.00021731256646195178,3.9985512228999127,
36900,0.00021672385624036297,3.998555147634697,
37000,0.00021613832708985628,3.998559051162341,
37100,0.0002155559532967261,3.998562933654269,
37200,0.00021497670942365935,3.998566795280064,
37300,0.00021440057030603157,3.9985706362074893,
37400,0.00021382751104826286,3.9985744566025154,
37500,0.00021325750702023166,3.9985782566293437,
37600,0.0002126905338537462,3.9985820364504283,
37700,0.0002121265674390717,3.9985857962265015,
37800,0.00021156558392151288,3.9985895361165933,
37900,0.00021100755969805058,3.9985932562780584,
38000,0.00021045247141403126,3.998596956866594,
38100,0.00020990029595990885,3.9986006380362635,
38200,0.0002093510104680376,3.998604299939518,
38300,0.00020880459230951525,3.9986079427272174,
38400,0.0002082610190910755,3.9986115665486492,
38500,0.0002077202686520287,3.9986151715515525,
38600,0.00020718231906125044,3.9986187578821335,
38700,0.00020664714861421654,3.99862232568509,
38800,0.0002061147358300839,3.9986258751036274,
38900,0.0002055850594488164,3.9986294062794787,
39000,0.00020505809842835513,3.998632919352925,
39100,0.00020453383194183182,3.998636414462812,
39200,0.00020401223937482495,3.998639891746569,
39300,0.00020349330032265784,3.998643351340227,
39400,0.0002029769945877379,3.9986467933784366,
39500,0.000202463302176936,3.998650217994486,
39600,0.00020195220329900587,3.998653625320316,
39700,0.00020144367836204234,3.99865701548654,
39800,0.00020093770797097779,3.998660388622458,
39900,0.00020043427292511652,3.9986637448560747,
40000,0.00019993335421570577,3.998667084314115,
40100,0.00019943493302354318,3.9986704071220407,
40200,0.00019893899071662014,3.998673713404065,
40300,0.00019844550884779992,3.998677003283168,
40400,0.00019795446915253046,3.998680276881115,
40500,0.0001974658535465909,3.998683534318466,
40600,0.00019697964412387174,3.998686775714596,
40700,0.00019649582315418702,3.998690001187706,
40800,0.00019601437308111952,3.9986932108548383,
40900,0.00019553527651989692,3.998696404831892,
41000,0.00019505851625529927,3.9986995832336345,
41100,0.00019458407523959698,3.998702746173718,
41200,0.000194111936590519,3.998705893764691,
41300,0.00019364208358924997,3.998709026118012,
41400,0.00019317449967845714,3.998712143344063,
41500,0.0001927091684603452,3.9987152455521633,
41600,0.0001922460736947394,3.9987183328505798,
41700,0.0001917851992971963,3.998721405346543,
41800,0.00019132652933714147,3.998724463146256,
41900,0.0001908700480360339,3.99872750635491,
42000,0.00019041573976555682,3.9987305350766933,
42100,0.00018996358904583394,3.9987335494148044,
42200,0.00018951358054367134,3.9987365494714657,
42300,0.00018906569907082418,3.9987395353479314,
42400,0.0001886199295822878,3.998742507144502,
42500,0.00018817625717461333,3.998745464960533,
42600,0.00018773466708424646,3.9987484088944494,
42700,0.00018729514468589003,3.998751339043752,
42800,0.00018685767549088937,3.9987542555050326,
42900,0.00018642224514564017,3.998757158373982,
43000,0.0001859888394300186,3.9987600477454,
43100,0.00018555744425583336,3.9987629237132087,
43200,0.00018512804566529905,3.99876578637046,
43300,0.000184700629829531,3.9987686358093457,
43400,0.00018427518304706039,3.99877147212121,
43500,0.00018385169174237037,3.998774295396556,
43600,0.00018343014246445215,3.9987771057250567,
43700,0.00018301052188538056,3.9987799031955653,
43800,0.00018259281679890973,3.998782687896123,
43900,0.0001821770141190875,3.9987854599139703,
44000,0.00018176310087888875,3.998788219335553,
44100,0.0001813510642288678,3.998790966246535,
44200,0.00018094089143582822,3.9987937007318037,
44300,0.00018053256988151154,3.998796422875481,
44400,0.0001801260870613032,3.9987991327609307,
44500,0.0001797214305829559,3.9988018304707684,
44600,0.0001793185881653304,3.998804516086868,
44700,0.00017891754763715308,3.9988071896903716,
44800,0.00017851829693579002,3.9988098513616963,
44900,0.00017812082410603757,3.9988125011805433,
45000,0.0001777251172989292,3.998815139225907,
45100,0.0001773311647705578,3.9988177655760784,
45200,0.0001769389548809141,3.9988203803086586,
45300,0.00017654847609274005,3.9988229835005624,
45400,0.0001761597169703977,3.998825575228027,
45500,0.00017577266617875255,3.998828155566621,
45600,0.00017538731248207227,3.998830724591248,
45700,0.00017500364474293912,3.9988332823761588,
45800,0.000174621651921177,3.9988358289949537,
45900,0.0001742413230727927,3.9988383645205925,
46000,0.0001738626473489305,3.9988408890254017,
46100,0.00017348561399484073,3.9988434025810786,
46200,0.00017311021234886156,3.998845905258702,
46300,0.00017273643184141405,3.998848397128735,
46400,0.00017236426199401008,3.9988508782610346,
46500,0.00017199369241827338,3.998853348724856,
46600,0.00017162471281497262,3.998855808588862,
46700,0.00017125731297306746,3.9988582579211247,
46800,0.00017089148276876656,3.998860696789137,
46900,0.00017052721216459767,3.9988631252598155,
