V1.V,V(V_D),I(D1.nK),
-4.41,-4.4099999993982095,6.017908080026712e-13,
-4.4,-4.399999999432501,5.674987062593176e-13,
-4.39,-4.389999999455737,5.442628270349186e-13,
-4.38,-4.379999999471481,5.285184994536638e-13,
-4.37,-4.3699999994821495,5.178503491886308e-13,
-4.36,-4.3599999994893786,5.106217502144371e-13,
-4.35,-4.349999999494276,5.057237461621195e-13,
-4.34,-4.339999999497595,5.024049227146367e-13,
-4.33,-4.329999999499844,5.001561313686744e-13,
-4.32,-4.319999999501368,4.986323797645762e-13,
-4.31,-4.309999999502399,4.975999055964293e-13,
-4.3,-4.2999999995030995,4.969003145864325e-13,
-4.29,-4.289999999503574,4.964262808458413e-13,
-4.28,-4.279999999503895,4.961050817576928e-13,
-4.27,-4.269999999504112,4.958874414289151e-13,
-4.26,-4.2599999995042594,4.957399711595503e-13,
-4.25,-4.24999999950436,4.95640047203678e-13,
-4.24,-4.239999999504428,4.955723400072845e-13,
-4.23,-4.229999999504474,4.955264624652862e-13,
-4.22,-4.2199999995045046,4.95495376411281e-13,
-4.21,-4.209999999504526,4.954743128758688e-13,
-4.2,-4.1999999995045405,4.954600404678261e-13,
-4.19,-4.18999999950455,4.954503696387699e-13,
-4.18,-4.179999999504556,4.954438167793844e-13,
-4.17,-4.169999999504561,4.954393766154227e-13,
-4.16,-4.159999999504564,4.954363679862181e-13,
-4.15,-4.149999999504566,4.95434329346221e-13,
-4.14,-4.139999999504567,4.954329479582104e-13,
-4.13,-4.129999999504568,4.954320119155403e-13,
-4.12,-4.119999999504569,4.954313776330416e-13,
-4.11,-4.109999999504569,4.954309478192842e-13,
-4.1,-4.099999999504569,4.954306565508687e-13,
-4.09,-4.0899999995045695,4.954304591589627e-13,
-4.08,-4.07999999950457,4.954303253765504e-13,
-4.07,-4.06999999950457,4.954302346950981e-13,
-4.06,-4.059999999504569,4.954301732182921e-13,
-4.05,-4.0499999995045695,4.95430131530172e-13,
-4.04,-4.03999999950457,4.954301032506063e-13,
-4.03,-4.02999999950457,4.954300840565016e-13,
-4.02,-4.019999999504569,4.954300710185863e-13,
-4.01,-4.009999999504569,4.954300621520243e-13,
-4,-3.99999999950457,4.954300561119166e-13,
-3.99,-3.9899999995045703,4.954300519869775e-13,
-3.98,-3.97999999950457,4.954300491597313e-13,
-3.97,-3.9699999995045703,4.954300472117851e-13,
-3.96,-3.95999999950457,4.954300458596409e-13,
-3.95,-3.9499999995045703,4.954300449112044e-13,
-3.94,-3.93999999950457,4.95430044236315e-13,
-3.93,-3.9299999995045702,4.954300437467775e-13,
-3.92,-3.91999999950457,4.954300433828317e-13,
-3.91,-3.9099999995045702,4.954300431039858e-13,
-3.9,-3.89999999950457,4.9543004283475e-13,
-3.89,-3.88999999950457,4.954300408620248e-13,
-3.88,-3.87999999950457,4.954300394391939e-13,
-3.87,-3.86999999950457,4.954300383959462e-13,
-3.86,-3.85999999950457,4.954300376146303e-13,
-3.85,-3.84999999950457,4.954300370140013e-13,
-3.84,-3.83999999950457,4.954300365379754e-13,
-3.83,-3.82999999950457,4.954300361478508e-13,
-3.82,-3.81999999950457,4.95430035816929e-13,
-3.81,-3.80999999950457,4.95430035526798e-13,
-3.8,-3.79999999950457,4.954300352647642e-13,
-3.79,-3.78999999950457,4.95430035022079e-13,
-3.78,-3.77999999950457,4.954300347927142e-13,
-3.77,-3.76999999950457,4.954300345725176e-13,
-3.76,-3.75999999950457,4.954300343586298e-13,
-3.75,-3.74999999950457,4.954300341490821e-13,
-3.74,-3.7399999995045703,4.954300339425197e-13,
-3.73,-3.72999999950457,4.954300337380099e-13,
-3.72,-3.7199999995045703,4.954300335349114e-13,
-3.71,-3.70999999950457,4.954300333327831e-13,
-3.7,-3.6999999995045703,4.954300331313212e-13,
-3.69,-3.68999999950457,4.954300329303173e-13,
-3.68,-3.6799999995045702,4.954300327296281e-13,
-3.67,-3.66999999950457,4.95430032529155e-13,
-3.66,-3.6599999995045702,4.954300323288303e-13,
-3.65,-3.64999999950457,4.954300321286075e-13,
-3.64,-3.63999999950457,4.954300319284547e-13,
-3.63,-3.62999999950457,4.954300317283498e-13,
-3.62,-3.61999999950457,4.954300315282779e-13,
-3.61,-3.60999999950457,4.954300313282285e-13,
-3.6,-3.59999999950457,4.954300311281948e-13,
-3.59,-3.58999999950457,4.954300309281714e-13,
-3.58,-3.57999999950457,4.954300307281555e-13,
-3.57,-3.56999999950457,4.954300305281446e-13,
-3.56,-3.55999999950457,4.954300303281371e-13,
-3.55,-3.54999999950457,4.95430030128132e-13,
-3.54,-3.53999999950457,4.954300299281285e-13,
-3.53,-3.52999999950457,4.954300297281262e-13,
-3.52,-3.51999999950457,4.954300295281245e-13,
-3.51,-3.50999999950457,4.954300293281235e-13,
-3.5,-3.49999999950457,4.954300291281227e-13,
-3.49,-3.4899999995045703,4.954300289281222e-13,
-3.48,-3.47999999950457,4.954300287281218e-13,
-3.47,-3.4699999995045703,4.954300285281215e-13,
-3.46,-3.45999999950457,4.954300283281214e-13,
-3.45,-3.4499999995045703,4.954300281281212e-13,
-3.44,-3.43999999950457,4.954300279281212e-13,
-3.43,-3.4299999995045702,4.95430027728121e-13,
-3.42,-3.41999999950457,4.95430027528121e-13,
-3.41,-3.4099999995045702,4.95430027328121e-13,
-3.4,-3.39999999950457,4.954300271281209e-13,
-3.39,-3.38999999950457,4.954300269281209e-13,
-3.38,-3.37999999950457,4.954300267281209e-13,
-3.37,-3.36999999950457,4.954300265281209e-13,
-3.36,-3.35999999950457,4.954300263281209e-13,
-3.35,-3.34999999950457,4.954300261281209e-13,
-3.34,-3.33999999950457,4.954300259281209e-13,
-3.33,-3.32999999950457,4.954300257281209e-13,
-3.32,-3.31999999950457,4.954300255281209e-13,
-3.31,-3.30999999950457,4.95430025328121e-13,
-3.3,-3.29999999950457,4.95430025128121e-13,
-3.29,-3.28999999950457,4.95430024928121e-13,
-3.28,-3.27999999950457,4.95430024728121e-13,
-3.27,-3.26999999950457,4.954300245281209e-13,
-3.26,-3.25999999950457,4.954300243281209e-13,
-3.25,-3.24999999950457,4.954300241281209e-13,
-3.24,-3.2399999995045703,4.954300239281209e-13,
-3.23,-3.22999999950457,4.954300237281209e-13,
-3.22,-3.2199999995045703,4.954300235281209e-13,
-3.21,-3.20999999950457,4.954300233281209e-13,
-3.2,-3.1999999995045703,4.954300231281209e-13,
-3.19,-3.18999999950457,4.954300229281209e-13,
-3.18,-3.1799999995045702,4.954300227281209e-13,
-3.17,-3.16999999950457,4.954300225281209e-13,
-3.16,-3.1599999995045702,4.954300223281209e-13,
-3.15,-3.14999999950457,4.95430022128121e-13,
-3.14,-3.13999999950457,4.95430021928121e-13,
-3.13,-3.12999999950457,4.95430021728121e-13,
-3.12,-3.11999999950457,4.95430021528121e-13,
-3.11,-3.10999999950457,4.954300213281209e-13,
-3.1,-3.09999999950457,4.954300211281209e-13,
-3.09,-3.08999999950457,4.954300209281209e-13,
-3.08,-3.07999999950457,4.954300207281209e-13,
-3.07,-3.06999999950457,4.954300205281209e-13,
-3.06,-3.05999999950457,4.954300203281209e-13,
-3.05,-3.04999999950457,4.954300201281209e-13,
-3.04,-3.03999999950457,4.954300199281209e-13,
-3.03,-3.02999999950457,4.954300197281209e-13,
-3.02,-3.01999999950457,4.954300195281209e-13,
-3.01,-3.00999999950457,4.954300193281209e-13,
-3,-2.99999999950457,4.95430019128121e-13,
-2.99,-2.9899999995045703,4.95430018928121e-13,
-2.98,-2.97999999950457,4.95430018728121e-13,
-2.97,-2.9699999995045703,4.95430018528121e-13,
-2.96,-2.95999999950457,4.95430018328121e-13,
-2.95,-2.9499999995045703,4.954300181281209e-13,
-2.94,-2.93999999950457,4.954300179281209e-13,
-2.93,-2.9299999995045702,4.954300177281209e-13,
-2.92,-2.91999999950457,4.954300175281209e-13,
-2.91,-2.9099999995045702,4.954300173281209e-13,
-2.9,-2.89999999950457,4.954300171281209e-13,
-2.89,-2.88999999950457,4.954300169281209e-13,
-2.88,-2.87999999950457,4.954300167281209e-13,
-2.87,-2.86999999950457,4.954300165281209e-13,
-2.86,-2.85999999950457,4.954300163281209e-13,
-2.85,-2.84999999950457,4.954300161281209e-13,
-2.84,-2.83999999950457,4.95430015928121e-13,
-2.83,-2.82999999950457,4.95430015728121e-13,
-2.82,-2.81999999950457,4.95430015528121e-13,
-2.81,-2.80999999950457,4.95430015328121e-13,
-2.8,-2.79999999950457,4.95430015128121e-13,
-2.79,-2.78999999950457,4.954300149281209e-13,
-2.78,-2.77999999950457,4.954300147281209e-13,
-2.77,-2.76999999950457,4.954300145281209e-13,
-2.76,-2.75999999950457,4.954300143281209e-13,
-2.75,-2.74999999950457,4.954300141281209e-13,
-2.74,-2.7399999995045703,4.954300139281209e-13,
-2.73,-2.72999999950457,4.954300137281209e-13,
-2.72,-2.7199999995045703,4.954300135281209e-13,
-2.71,-2.70999999950457,4.954300133281209e-13,
-2.7,-2.6999999995045703,4.954300131281209e-13,
-2.69,-2.68999999950457,4.954300129281209e-13,
-2.68,-2.6799999995045702,4.95430012728121e-13,
-2.67,-2.66999999950457,4.95430012528121e-13,
-2.66,-2.6599999995045702,4.95430012328121e-13,
-2.65,-2.64999999950457,4.95430012128121e-13,
-2.64,-2.63999999950457,4.95430011928121e-13,
-2.63,-2.62999999950457,4.954300117281209e-13,
-2.62,-2.61999999950457,4.954300115281209e-13,
-2.61,-2.60999999950457,4.954300113281209e-13,
-2.6,-2.59999999950457,4.954300111281209e-13,
-2.59,-2.58999999950457,4.954300109281209e-13,
-2.58,-2.57999999950457,4.954300107281209e-13,
-2.57,-2.56999999950457,4.954300105281209e-13,
-2.56,-2.55999999950457,4.954300103281209e-13,
-2.55,-2.54999999950457,4.954300101281209e-13,
-2.54,-2.53999999950457,4.954300099281209e-13,
-2.53,-2.52999999950457,4.954300097281209e-13,
-2.52,-2.51999999950457,4.95430009528121e-13,
-2.51,-2.50999999950457,4.95430009328121e-13,
-2.5,-2.49999999950457,4.95430009128121e-13,
-2.49,-2.4899999995045703,4.95430008928121e-13,
-2.48,-2.47999999950457,4.95430008728121e-13,
-2.47,-2.4699999995045703,4.954300085281209e-13,
-2.46,-2.45999999950457,4.954300083281209e-13,
-2.45,-2.4499999995045703,4.954300081281209e-13,
-2.44,-2.43999999950457,4.954300079281209e-13,
-2.43,-2.4299999995045702,4.954300077281209e-13,
-2.42,-2.41999999950457,4.954300075281209e-13,
-2.41,-2.4099999995045702,4.954300073281209e-13,
-2.4,-2.39999999950457,4.954300071281209e-13,
-2.39,-2.38999999950457,4.954300069281209e-13,
-2.38,-2.37999999950457,4.954300067281209e-13,
-2.37,-2.36999999950457,4.954300065281209e-13,
-2.36,-2.35999999950457,4.95430006328121e-13,
-2.35,-2.34999999950457,4.95430006128121e-13,
-2.34,-2.33999999950457,4.95430005928121e-13,
-2.33,-2.32999999950457,4.95430005728121e-13,
-2.32,-2.31999999950457,4.954300055281209e-13,
-2.31,-2.30999999950457,4.954300053281209e-13,
-2.3,-2.29999999950457,4.954300051281209e-13,
-2.29,-2.28999999950457,4.954300049281209e-13,
-2.28,-2.27999999950457,4.954300047281209e-13,
-2.27,-2.26999999950457,4.954300045281209e-13,
-2.26,-2.25999999950457,4.954300043281209e-13,
-2.25,-2.24999999950457,4.954300041281209e-13,
-2.24,-2.2399999995045703,4.954300039281209e-13,
-2.23,-2.22999999950457,4.954300037281209e-13,
-2.22,-2.2199999995045703,4.954300035281209e-13,
-2.21,-2.20999999950457,4.954300033281209e-13,
-2.2,-2.1999999995045703,4.95430003128121e-13,
-2.19,-2.18999999950457,4.95430002928121e-13,
-2.18,-2.1799999995045702,4.95430002728121e-13,
-2.17,-2.16999999950457,4.95430002528121e-13,
-2.16,-2.1599999995045702,4.954300023281209e-13,
-2.15,-2.14999999950457,4.954300021281209e-13,
-2.14,-2.13999999950457,4.954300019281209e-13,
-2.13,-2.12999999950457,4.954300017281209e-13,
-2.12,-2.11999999950457,4.954300015281209e-13,
-2.11,-2.10999999950457,4.954300013281209e-13,
-2.1,-2.09999999950457,4.954300011281209e-13,
-2.09,-2.08999999950457,4.954300009281209e-13,
-2.08,-2.07999999950457,4.954300007281209e-13,
-2.07,-2.06999999950457,4.954300005281209e-13,
-2.06,-2.05999999950457,4.954300003281209e-13,
-2.05,-2.04999999950457,4.954300001281209e-13,
-2.04,-2.03999999950457,4.95429999928121e-13,
-2.03,-2.02999999950457,4.95429999728121e-13,
-2.02,-2.01999999950457,4.95429999528121e-13,
-2.01,-2.00999999950457,4.95429999328121e-13,
-2,-1.99999999950457,4.954299991281209e-13,
-1.99,-1.98999999950457,4.954299989281209e-13,
-1.98,-1.97999999950457,4.954299987281209e-13,
-1.97,-1.96999999950457,4.954299985281209e-13,
-1.96,-1.95999999950457,4.954299983281209e-13,
-1.95,-1.94999999950457,4.954299981281209e-13,
-1.94,-1.93999999950457,4.954299979281209e-13,
-1.93,-1.92999999950457,4.954299977281209e-13,
-1.92,-1.91999999950457,4.954299975281209e-13,
-1.91,-1.90999999950457,4.954299973281209e-13,
-1.9,-1.89999999950457,4.954299971281209e-13,
-1.89,-1.88999999950457,4.954299969281209e-13,
-1.88,-1.87999999950457,4.95429996728121e-13,
-1.87,-1.8699999995045702,4.95429996528121e-13,
-1.86,-1.8599999995045702,4.95429996328121e-13,
-1.85,-1.8499999995045702,4.95429996128121e-13,
-1.84,-1.8399999995045702,4.954299959281209e-13,
-1.83,-1.8299999995045702,4.954299957281209e-13,
-1.82,-1.8199999995045701,4.954299955281209e-13,
-1.81,-1.8099999995045701,4.954299953281209e-13,
-1.8,-1.7999999995045701,4.954299951281209e-13,
-1.79,-1.7899999995045701,4.954299949281209e-13,
-1.78,-1.77999999950457,4.954299947281209e-13,
-1.77,-1.76999999950457,4.954299945281209e-13,
-1.76,-1.75999999950457,4.954299943281209e-13,
-1.75,-1.74999999950457,4.954299941281209e-13,
-1.74,-1.73999999950457,4.954299939281209e-13,
-1.73,-1.72999999950457,4.954299937281209e-13,
-1.72,-1.71999999950457,4.95429993528121e-13,
-1.71,-1.70999999950457,4.95429993328121e-13,
-1.7,-1.69999999950457,4.95429993128121e-13,
-1.69,-1.68999999950457,4.95429992928121e-13,
-1.68,-1.67999999950457,4.954299927281209e-13,
-1.67,-1.66999999950457,4.954299925281209e-13,
-1.66,-1.65999999950457,4.954299923281209e-13,
-1.65,-1.64999999950457,4.954299921281209e-13,
-1.64,-1.63999999950457,4.954299919281209e-13,
-1.63,-1.62999999950457,4.954299917281209e-13,
-1.62,-1.6199999995045702,4.954299915281209e-13,
-1.61,-1.6099999995045702,4.954299913281209e-13,
-1.6,-1.5999999995045702,4.954299911281209e-13,
-1.59,-1.5899999995045702,4.954299909281209e-13,
-1.58,-1.5799999995045702,4.954299907281209e-13,
-1.57,-1.5699999995045701,4.954299905281209e-13,
-1.56,-1.5599999995045701,4.95429990328121e-13,
-1.55,-1.5499999995045701,4.95429990128121e-13,
-1.54,-1.5399999995045701,4.95429989928121e-13,
-1.53,-1.52999999950457,4.95429989728121e-13,
-1.52,-1.51999999950457,4.954299895281209e-13,
-1.51,-1.50999999950457,4.954299893281209e-13,
-1.5,-1.49999999950457,4.954299891281209e-13,
-1.49,-1.48999999950457,4.954299889281209e-13,
-1.48,-1.47999999950457,4.954299887281209e-13,
-1.47,-1.46999999950457,4.954299885281209e-13,
-1.46,-1.45999999950457,4.954299883281209e-13,
-1.45,-1.44999999950457,4.954299881281209e-13,
-1.44,-1.43999999950457,4.954299879281209e-13,
-1.43,-1.42999999950457,4.954299877281209e-13,
-1.42,-1.41999999950457,4.954299875281209e-13,
-1.41,-1.40999999950457,4.954299873281209e-13,
-1.4,-1.39999999950457,4.95429987128121e-13,
-1.39,-1.38999999950457,4.95429986928121e-13,
-1.38,-1.37999999950457,4.95429986728121e-13,
-1.37,-1.3699999995045702,4.95429986528121e-13,
-1.36,-1.3599999995045702,4.954299863281209e-13,
-1.35,-1.3499999995045702,4.954299861281209e-13,
-1.34,-1.3399999995045702,4.954299859281209e-13,
-1.33,-1.3299999995045702,4.954299857281209e-13,
-1.32,-1.3199999995045701,4.954299855281209e-13,
-1.31,-1.3099999995045701,4.954299853281209e-13,
-1.3,-1.2999999995045701,4.954299851281209e-13,
-1.29,-1.2899999995045701,4.954299849281209e-13,
-1.28,-1.27999999950457,4.954299847281209e-13,
-1.27,-1.26999999950457,4.954299845281209e-13,
-1.26,-1.25999999950457,4.954299843281209e-13,
-1.25,-1.24999999950457,4.95429984128121e-13,
-1.24,-1.23999999950457,4.95429983928121e-13,
-1.23,-1.22999999950457,4.95429983728121e-13,
-1.22,-1.21999999950457,4.95429983528121e-13,
-1.21,-1.20999999950457,4.95429983328121e-13,
-1.2,-1.19999999950457,4.954299831281209e-13,
-1.19,-1.18999999950457,4.954299829281209e-13,
-1.18,-1.17999999950457,4.954299827281209e-13,
-1.17,-1.16999999950457,4.954299825281209e-13,
-1.16,-1.15999999950457,4.954299823281209e-13,
-1.15,-1.14999999950457,4.954299821281209e-13,
-1.14,-1.13999999950457,4.954299819281209e-13,
-1.13,-1.12999999950457,4.954299817281209e-13,
-1.12,-1.1199999995045702,4.954299815281209e-13,
-1.11,-1.1099999995045702,4.954299813281209e-13,
-1.1,-1.0999999995045702,4.954299811281209e-13,
-1.09,-1.0899999995045702,4.95429980928121e-13,
-1.08,-1.0799999995045702,4.95429980728121e-13,
-1.07,-1.0699999995045701,4.95429980528121e-13,
-1.06,-1.0599999995045701,4.95429980328121e-13,
-1.05,-1.0499999995045701,4.95429980128121e-13,
-1.04,-1.0399999995045701,4.954299799281207e-13,
-1.03,-1.02999999950457,4.954299797281207e-13,
-1.02,-1.01999999950457,4.954299795281207e-13,
-1.01,-1.00999999950457,4.954299793281205e-13,
-1,-0.99999999950457,4.954299791281205e-13,
-0.99,-0.98999999950457,4.954299789281201e-13,
-0.98,-0.97999999950457,4.954299787281199e-13,
-0.97,-0.9699999995045699,4.954299785281193e-13,
-0.96,-0.9599999995045699,4.954299783281185e-13,
-0.95,-0.9499999995045699,4.954299781281175e-13,
-0.94,-0.9399999995045699,4.954299779281161e-13,
-0.93,-0.92999999950457,4.954299777281139e-13,
-0.92,-0.91999999950457,4.954299775281105e-13,
-0.91,-0.90999999950457,4.954299773281058e-13,
-0.9,-0.89999999950457,4.95429977128099e-13,
-0.89,-0.88999999950457,4.954299769280889e-13,
-0.88,-0.87999999950457,4.954299767280738e-13,
-0.87,-0.86999999950457,4.954299765280522e-13,
-0.86,-0.85999999950457,4.954299763280209e-13,
-0.85,-0.84999999950457,4.954299761279749e-13,
-0.84,-0.8399999995045699,4.954299759279079e-13,
-0.83,-0.8299999995045699,4.954299757278101e-13,
-0.82,-0.8199999995045699,4.954299755276675e-13,
-0.81,-0.80999999950457,4.954299753274595e-13,
-0.8,-0.79999999950457,4.954299751271568e-13,
-0.79,-0.78999999950457,4.954299749267152e-13,
-0.78,-0.7799999995045701,4.954299747260714e-13,
-0.77,-0.7699999995045701,4.954299745251337e-13,
-0.76,-0.7599999995045701,4.95429974323768e-13,
-0.75,-0.7499999995045701,4.954299741217786e-13,
-0.74,-0.7399999995045701,4.954299739188814e-13,
-0.73,-0.7299999995045701,4.954299737146629e-13,
-0.72,-0.71999999950457,4.95429973508522e-13,
-0.71,-0.70999999950457,4.954299732995842e-13,
-0.7,-0.69999999950457,4.954299730865781e-13,
-0.69,-0.68999999950457,4.954299728676559e-13,
-0.68,-0.6799999995045701,4.95429972640132e-13,
-0.67,-0.6699999995045701,4.954299724001046e-13,
-0.66,-0.6599999995045701,4.954299721419071e-13,
-0.65,-0.6499999995045701,4.954299718573095e-13,
-0.64,-0.6399999995045701,4.954299715343658e-13,
-0.63,-0.6299999995045701,4.954299711557364e-13,
-0.62,-0.6199999995045701,4.954299706962644e-13,
-0.61,-0.6099999995045701,4.954299701194592e-13,
-0.6,-0.5999999995045701,4.954299693724075e-13,
-0.59,-0.58999999950457,4.954299683784064e-13,
-0.58,-0.57999999950457,4.954299670263046e-13,
-0.57,-0.56999999950457,4.954299651550842e-13,
-0.56,-0.5599999995045701,4.954299643861097e-13,
-0.55,-0.5499999995045701,4.954299641233721e-13,
-0.54,-0.5399999995045701,4.954299637831998e-13,
-0.53,-0.5299999995045701,4.954299633287474e-13,
-0.52,-0.5199999995045701,4.954299627056376e-13,
-0.51,-0.5099999995045701,4.954299618336187e-13,
-0.5,-0.49999999950457,4.954299605942534e-13,
-0.49,-0.48999999950457,4.954299588127492e-13,
-0.48,-0.47999999950457,4.954299562311427e-13,
-0.47,-0.46999999950457,4.954299524687244e-13,
-0.46,-0.4599999995045701,4.954299469636346e-13,
-0.45,-0.4499999995045701,4.954299388866654e-13,
-0.44,-0.4399999995045701,4.954299270140514e-13,
-0.43,-0.4299999995045701,4.954299095397279e-13,
-0.42,-0.4199999995045701,4.954298837982586e-13,
-0.41,-0.4099999995045701,4.954298458559264e-13,
-0.4,-0.3999999995045702,4.954297899072496e-13,
-0.39,-0.3899999995045703,4.954297073843509e-13,
-0.38,-0.3799999995045704,4.954295856425392e-13,
-0.37,-0.3699999995045706,4.954294060204586e-13,
-0.36,-0.35999999950457084,4.954291409772031e-13,
-0.35,-0.3499999995045712,4.954287498672043e-13,
-0.34,-0.3399999995045718,4.954281727046975e-13,
-0.33,-0.3299999995045727,4.954273209611654e-13,
-0.32,-0.3199999995045739,4.954260639839677e-13,
-0.31,-0.3099999995045758,4.954242089526141e-13,
-0.3,-0.2999999995045785,4.954214712977183e-13,
-0.29,-0.28999999950458255,4.954174310445373e-13,
-0.28,-0.27999999950458854,4.95411468383659e-13,
-0.27,-0.26999999950459735,4.954026685845787e-13,
-0.26,-0.25999999950461034,4.953896816647408e-13,
-0.25,-0.24999999950462948,4.953705152855347e-13,
-0.24,-0.23999999950465775,4.953422291029369e-13,
-0.23,-0.22999999950469951,4.953004836824133e-13,
-0.22,-0.21999999950476112,4.952388747760463e-13,
-0.21,-0.20999999950485204,4.951479508317852e-13,
-0.2,-0.19999999950498626,4.950137630085885e-13,
-0.19,-0.18999999950518429,4.948157252518781e-13,
-0.18,-0.17999999950547654,4.945234561384333e-13,
-0.17,-0.16999999950590788,4.940921179907193e-13,
-0.16,-0.15999999950654448,4.934555382232059e-13,
-0.15,-0.14999999950748394,4.925160576502189e-13,
-0.14,-0.13999999950887046,4.9112954836034e-13,
-0.13,-0.1299999995109167,4.890833027141981e-13,
-0.12,-0.1199999995139366,4.860634013647851e-13,
-0.11,-0.10999999951839344,4.816065541515219e-13,
-0.1,-0.09999999952497098,4.750290256664095e-13,
-0.09,-0.08999999953467826,4.653217417963748e-13,
-0.08,-0.07999999954900451,4.5099548529027223e-13,
-0.07,-0.06999999957014758,4.2985243143969625e-13,
-0.06,-0.05999999960135102,3.986489746281861e-13,
-0.05,-0.049999999647401885,3.5259811918399553e-13,
-0.04,-0.03999999971536491,2.846350951632476e-13,
-0.03,-0.029999999815666464,1.8433353549032717e-13,
-0.02,-0.019999999963694056,3.630594272303352e-14,
-0.01,-0.010000000182156943,-1.8215694253348246e-13,
-5.30208513689806e-30,-5.045700212134944e-10,-5.045700212134944e-13,
0.01,0.009999999019606846,-9.803931543046627e-13,
0.02,0.01999999831737282,-1.6826271801590793e-12,
0.03,0.029999997280997937,-2.7190020619958694e-12,
0.04,0.039999995751489666,-4.248510335963522e-12,
0.05,0.049999993494191604,-6.505808400803138e-12,
0.06,0.05999999016282556,-9.837174439278278e-12,
0.07,0.06999998524631237,-1.4753687635782625e-11,
0.08,0.07999997799040051,-2.2009599485854224e-11,
0.09,0.08999996728194865,-3.2718051348258306e-11,
0.1,0.09999995147815921,-4.852184079196905e-11,
0.11,0.10999992815456013,-7.184543987382338e-11,
0.12,0.1199998937330765,-1.0626692349852517e-10,
0.13,0.12999984293314368,-1.5706685632226197e-10,
0.14,0.13999976796167743,-2.320383225737795e-10,
0.15,0.14999965731767978,-3.426823202035933e-10,
0.16,0.15999949402819516,-5.059718048564101e-10,
0.17,0.16999925304521396,-7.469547860611228e-10,
0.18,0.17999889740466452,-1.1025953354889885e-9,
0.19,0.1899983725592957,-1.627440704317457e-9,
0.2,0.19999759801835493,-2.4019816450877376e-9,
0.21,0.20999645501651537,-3.5449834846248054e-9,
0.22,0.21999476833126194,-5.231668738060735e-9,
0.23,0.22999227948312342,-7.720516876596394e-9,
0.24,0.23998860725915613,-1.1392740843862253e-8,
0.25,0.24998318961613178,-1.6810383868213445e-8,
0.26,0.25997519829525495,-2.4801704745074226e-8,
0.27,0.26996341357963116,-3.6586420368862476e-8,
0.28,0.2799460411283722,-5.395887162787378e-8,
0.29,0.2899204452629588,-7.955473704118315e-8,
0.3,0.2998827631040308,-1.1723689596923351e-7,
0.31,0.3098273516978706,-1.7264830212939917e-7,
0.32,0.31974600724738356,-2.539927526164745e-7,
0.33,0.3296268864526798,-3.7311354732021836e-7,
0.34,0.3394530658003034,-5.469341996966521e-7,
0.35,0.34920071739249303,-7.992826075069395e-7,
0.36,0.3588369962030702,-0.000001163003796929801,
0.37,0.36831796885691165,-0.0000016820311430883347,
0.38,0.37758728715065437,-0.0000024127128493456065,
0.39,0.3865767267324009,-0.0000034232732675991276,
0.4,0.39520985592096275,-0.0000047901440790372496,
0.41,0.4034094701586395,-0.00000659052984136047,
0.42,0.4111077859293924,-0.000008892214070607563,
0.43,0.4182564545303673,-0.000011743545469632662,
0.44,0.42483281745885193,-0.000015167182541148085,
0.45,0.4308403959294364,-0.000019159604070563594,
0.46,0.4363043166462882,-0.00002369568335371178,
0.47,0.4412641957220358,-0.000028735804277964176,
0.48,0.445767046408498,-0.00003423295359150196,
0.49,0.44986171616988957,-0.0000401382838301104,
0.5,0.4535952414377911,-0.00004640475856220891,
0.51,0.4570108498707677,-0.00005298915012923234,
0.52,0.4601471273885017,-0.00005985287261149831,
0.53,0.46303790270150746,-0.00006696209729849256,
0.54,0.4657125204803101,-0.00007428747951968995,
0.55,0.46819629137076674,-0.0000818037086292333,
0.56,0.4705109951266576,-0.00008948900487334241,
0.57,0.47267537104666046,-0.00009732462895333947,
0.58,0.47470556485320897,-0.000105294435146791,
0.59,0.47661552084844794,-0.00011338447915155202,
0.6,0.4784173185301711,-0.00012158268146982889,
0.61,0.48012145778222787,-0.00012987854221777214,
0.62,0.4817370986990475,-0.00013826290130095246,
0.63,0.4832722624902017,-0.0001467277375097983,
0.64,0.4847339995452337,-0.0001552660004547663,
0.65,0.48612853006081824,-0.00016387146993918178,
0.66,0.4874613618706417,-0.00017253863812935832,
0.67,0.48873738938485534,-0.00018126261061514472,
0.68,0.4899609768886284,-0.00019003902311137165,
0.69,0.49113602888322433,-0.00019886397111677561,
0.7,0.4922660496768018,-0.00020773395032319813,
0.71,0.4933541940372464,-0.00021664580596275355,
0.72,0.49440331039475455,-0.0002255966896052454,
0.73,0.49541597781644553,-0.00023458402218355445,
0.74,0.4963945377588039,-0.00024360546224119612,
0.75,0.4973411214273559,-0.00025265887857264406,
0.76,0.4982576734292504,-0.0002617423265707496,
0.77,0.499145972287137,-0.00027085402771286304,
0.78,0.500007648286904,-0.00027999235171309605,
0.79,0.5008441990533608,-0.0002891558009466393,
0.8,0.5016570031835159,-0.0002983429968164841,
0.81,0.5024473322140764,-0.00030755266778592367,
0.82,0.503216361156016,-0.000316783638843984,
0.83,0.5039651777928228,-0.0003260348222071772,
0.84,0.5046947909089502,-0.00033530520909104975,
0.85,0.5054061375899317,-0.00034459386241006835,
0.86,0.506100089714699,-0.00035389991028530093,
0.87,0.5067774597431011,-0.00036322254025689896,
0.88,0.5074390058868901,-0.00037256099411311,
0.89,0.508085436740028,-0.000381914563259972,
0.9,0.5087174154336683,-0.0003912825845663317,
