P1.K,I(i_C.nA),V(Q1.nC),
0.287,0.0015672079486890968,8.807103095863376,
0.288,0.0015669181395939588,8.791786253067496,
0.289,0.001566628393018007,8.776472714503813,
0.29,0.0015663387089276132,8.76116247839505,
0.291,0.0015660490872891652,8.74585554296474,
0.292,0.0015657595280690652,8.730551906437187,
0.293,0.0015654700312337302,8.71525156703749,
0.294,0.0015651805967495924,8.699954522991531,
0.295,0.0015648912245830988,8.684660772525978,
0.296,0.001564601914700711,8.66937031386829,
0.297,0.0015643126670689057,8.654083145246705,
0.298,0.0015640234816541743,8.638799264890242,
0.299,0.0015637343584230232,8.623518671028712,
0.3,0.001563445297341973,8.6082413618927,
0.301,0.0015631562983775603,8.592967335713578,
0.302,0.0015628673614963352,8.577696590723495,
0.303,0.0015625784866648632,8.562429125155386,
0.304,0.0015622896738497242,8.547164937242957,
0.305,0.0015620009230175138,8.531904025220703,
0.306,0.001561712234134841,8.51664638732389,
0.307,0.0015614236071683303,8.501392021788567,
0.308,0.001561135042084621,8.486140926851554,
0.309,0.0015608465388503663,8.47089310075045,
0.31,0.0015605580974322349,8.455648541723633,
0.311,0.0015602697177969098,8.440407248010251,
0.312,0.001559981399911089,8.425169217850229,
0.313,0.0015596931437414842,8.409934449484265,
0.314,0.001559404949254823,8.394702941153827,
0.315,0.0015591168164178469,8.37947469110116,
0.316,0.0015588287451973116,8.36424969756928,
0.317,0.0015585407355599885,8.349027958801969,
0.318,0.0015582527874726622,8.333809473043786,
0.319,0.0015579649009021333,8.31859423854005,
0.32,0.0015576770758152158,8.303382253536862,
0.321,0.0015573893121787388,8.288173516281079,
0.322,0.001557101609959546,8.272968025020331,
0.323,0.001556813969124495,8.257765778003016,
0.324,0.0015565263896404585,8.242566773478293,
0.325,0.0015562388714743236,8.227371009696094,
0.326,0.0015559514145929917,8.212178484907108,
0.327,0.0015556640189633786,8.196989197362797,
0.328,0.0015553766845524148,8.181803145315373,
0.329,0.0015550894113270449,8.166620327017824,
0.33,0.0015548021992542282,8.151440740723896,
0.331,0.0015545150483009386,8.136264384688092,
0.332,0.0015542279584341637,8.12109125716568,
0.333,0.0015539409296209058,8.105921356412692,
0.334,0.0015536539618281823,8.090754680685906,
0.335,0.0015533670550230238,8.075591228242876,
0.336,0.0015530802091724759,8.0604309973419,
0.337,0.0015527934242435984,8.045273986242043,
0.338,0.0015525067002034652,8.030120193203118,
0.339,0.0015522200370191653,8.014969616485704,
0.34,0.0015519334346578008,7.999822254351125,
0.341,0.001551646893086489,7.984678105061471,
0.342,0.001551360412272361,7.969537166879574,
0.343,0.0015510739921825625,7.9543994380690295,
0.344,0.0015507876327842533,7.939264916894182,
0.345,0.0015505013340446068,7.924133601620124,
0.346,0.001550215095930812,7.909005490512707,
0.347,0.001549928918410071,7.893880581838529,
0.348,0.0015496428014496002,7.878758873864939,
0.349,0.0015493567450166308,7.863640364860032,
0.35,0.0015490707490784072,7.8485250530926605,
0.351,0.001548784813602189,7.833412936832414,
0.352,0.0015484989385552493,7.81830401434964,
0.353,0.0015482131239048754,7.803198283915423,
0.354,0.0015479273696183686,7.788095743801601,
0.355,0.0015476416756630453,7.772996392280756,
0.356,0.0015473560420062344,7.757900227626213,
0.357,0.00154707046861528,7.742807248112042,
0.358,0.0015467849554575397,7.727717452013056,
0.359,0.0015464995025003857,7.712630837604809,
0.36,0.0015462141097112036,7.697547403163605,
0.361,0.0015459287770573941,7.682467146966479,
0.362,0.0015456435045063705,7.667390067291215,
0.363,0.0015453582920255608,7.652316162416334,
0.364,0.0015450731395824074,7.637245430621096,
0.365,0.0015447880471443662,7.6221778701854985,
0.366,0.0015445030146789065,7.607113479390283,
0.367,0.0015442180421535129,7.592052256516925,
0.368,0.0015439331295356833,7.5769941998476344,
0.369,0.0015436482767929292,7.5619393076653605,
0.37,0.0015433634838927762,7.5468875782537905,
0.371,0.001543078750802764,7.5318390098973405,
0.372,0.0015427940774904458,7.516793600881166,
0.373,0.0015425094639233898,7.501751349491152,
0.374,0.0015422249100691763,7.4867122540139235,
0.375,0.0015419404158954011,7.47167631273683,
0.376,0.0015416559813696729,7.456643523947957,
0.377,0.0015413716064596142,7.441613885936119,
0.378,0.001541087291132862,7.426587396990865,
0.379,0.0015408030353570668,7.411564055402467,
0.38,0.0015405188390998923,7.396543859461935,
0.381,0.0015402347023290167,7.3815268074609985,
0.382,0.0015399506250121321,7.36651289769212,
0.383,0.0015396666071169436,7.351502128448489,
0.384,0.0015393826486111706,7.336494498024019,
0.385,0.001539098749462546,7.321490004713353,
0.386,0.0015388149096388169,7.3064886468118555,
0.387,0.0015385311291077433,7.291490422615619,
0.388,0.0015382474078370996,7.276495330421458,
0.389,0.0015379637457946735,7.26150336852691,
0.39,0.0015376801429482663,7.246514535230236,
0.391,0.0015373965992656936,7.231528828830418,
0.392,0.001537113114714784,7.216546247627162,
0.393,0.0015368296892633799,7.201566789920893,
0.394,0.0015365463228793374,7.186590454012754,
0.395,0.001536263015530526,7.171617238204613,
0.396,0.0015359797671848294,7.15664714079905,
0.397,0.0015356965778101442,7.141680160099368,
0.398,0.0015354134473743806,7.126716294409588,
0.399,0.0015351303758454628,7.111755542034442,
0.4,0.0015348473631913286,7.096797901279385,
0.401,0.0015345644093799288,7.081843370450586,
0.402,0.0015342815143792284,7.0668919478549235,
0.403,0.001533998678157205,7.051943631799999,
0.404,0.0015337159006818509,7.036998420594121,
0.405,0.0015334331819211705,7.022056312546314,
0.406,0.001533150521843183,7.007117305966316,
0.407,0.0015328679204159202,6.992181399164572,
0.408,0.0015325853776074277,6.977248590452244,
0.409,0.0015323028933857648,6.9623188781411995,
0.41,0.001532020467719003,6.947392260544019,
0.411,0.0015317381005752295,6.932468735973993,
0.412,0.0015314557919225422,6.917548302745117,
0.413,0.0015311735417290549,6.902630959172097,
0.414,0.0015308913499628928,6.887716703570346,
0.415,0.0015306092165921956,6.872805534255983,
0.416,0.001530327141585116,6.857897449545834,
0.417,0.0015300451249098202,6.842992447757428,
0.418,0.0015297631665344873,6.828090527209006,
0.419,0.0015294812664273104,6.813191686219501,
0.42,0.0015291994245564958,6.798295923108563,
0.421,0.0015289176408902622,6.783403236196533,
0.422,0.0015286359153968427,6.768513623804465,
0.423,0.0015283542480444832,6.753627084254101,
0.424,0.001528072638801443,6.738743615867902,
0.425,0.0015277910876359943,6.723863216969013,
0.426,0.0015275095945164227,6.7089858858812885,
0.427,0.0015272281594110276,6.6941116209292755,
0.428,0.0015269467822881205,6.679240420438228,
0.429,0.0015266654631160275,6.66437228273409,
0.43,0.0015263842018630861,6.649507206143505,
