V1.V,V(V_D),I(D1.nA),
0.79,0.5212805468547697,0.0002687194531452303,
0.8,0.5227002326471275,0.0002772997673528725,
0.81,0.5240826847360566,0.0002859173152639435,
0.82,0.5254296682945797,0.00029457033170542026,
0.83,0.5267428332437025,0.0003032571667562975,
0.84,0.528023723522344,0.00031197627647765603,
0.85,0.5292737854973739,0.0003207262145026261,
0.86,0.530494375601237,0.0003295056243987629,
0.87,0.5316867672753754,0.0003383132327246246,
0.88,0.5328521572893375,0.00034714784271066244,
0.89,0.53399167149801,0.00035600832850199004,
0.9,0.5351063700927424,0.00036489362990725757,
0.91,0.5361972523962021,0.000373802747603798,
0.92,0.5372652612454953,0.00038273473875450475,
0.93,0.5383112870033897,0.0003916887129966104,
0.94,0.53933617123327,0.00040066382876672994,
0.95,0.5403407100697432,0.0004096592899302568,
0.96,0.5413256731216686,0.00041867432687833143,
0.97,0.5422917394448288,0.00042770826055517114,
0.98,0.5432396067747035,0.00043676039322529647,
0.99,0.5441699178882329,0.0004458300821117671,
1,0.5450832833776513,0.0004549167166223487,
1.01,0.5459802836856845,0.00046401971631431546,
1.02,0.5468614709935861,0.000473138529006414,
1.03,0.5477273709687168,0.00048227262903128323,
1.04,0.5485784843834924,0.0004914215156165076,
1.05,0.5494152886164501,0.00050058471138355,
1.06,0.5502382390452093,0.0005097617609547908,
1.07,0.5510477703402177,0.0005189522296597824,
1.08,0.5518442976673648,0.0005281557023326354,
1.09,0.5526282178068318,0.0005373717821931682,
1.1,0.5533999101948762,0.0005466000898051238,
1.11,0.5541597378946626,0.0005558402621053376,
1.12,0.5549080485017082,0.000565091951498292,
1.13,0.5556451749890317,0.0005743548250109683,
1.14,0.5563714364966389,0.0005836285635033609,
1.15,0.5570871390695935,0.0005929128609304064,
1.16,0.5577925763485466,0.0006022074236514533,
1.17,0.5584880302162799,0.00061151196978372,
1.18,0.559173771403511,0.0006208262285964891,
1.19,0.5598500600569442,0.0006301499399430559,
1.2,0.5605171462722986,0.0006394828537277014,
1.21,0.5611752705948305,0.0006488247294051694,
1.22,0.5618246644896507,0.0006581753355103493,
1.23,0.562465550783965,0.0006675344492160349,
1.24,0.5630981440831891,0.0006769018559168109,
1.25,0.5637226511627377,0.0006862773488372624,
1.26,0.5643392713371456,0.0006956607286628545,
1.27,0.564948196808055,0.0007050518031919451,
1.28,0.5655496129924781,0.0007144503870075219,
1.29,0.5661436988326439,0.0007238563011673562,
1.3,0.5667306270886353,0.0007332693729113647,
1.31,0.5673105646149356,0.0007426894353850645,
1.32,0.5678836726219174,0.0007521163273780827,
1.33,0.5684501069232358,0.0007615498930767643,
1.34,0.5690100181700126,0.0007709899818299875,
1.35,0.5695635520726403,0.0007804364479273598,
1.36,0.57011084961097,0.0007898891503890301,
1.37,0.570652047233599,0.0007993479527664012,
1.38,0.5711872770469165,0.0008088127229530834,
1.39,0.5717166669945305,0.0008182833330054695,
1.4,0.5722403410276438,0.0008277596589723561,
1.41,0.5727584192669197,0.0008372415807330802,
1.42,0.5732710181563335,0.0008467289818436664,
1.43,0.5737782506094765,0.0008562217493905235,
1.44,0.5742802261487475,0.0008657197738512524,
1.45,0.5747770510378378,0.0008752229489621622,
1.46,0.5752688284078892,0.0008847311715921108,
1.47,0.5757556583776804,0.0008942443416223195,
1.48,0.5762376381681734,0.0009037623618318267,
1.49,0.5767148622117325,0.0009132851377882675,
1.5,0.5771874222563055,0.0009228125777436946,
1.51,0.5776554074648419,0.0009323445925351581,
1.52,0.5781189045102044,0.0009418810954897956,
1.53,0.5785779976658109,0.0009514220023341892,
1.54,0.57903276889224,0.0009609672311077601,
1.55,0.5794832979200029,0.0009705167020799972,
1.56,0.5799296623286893,0.0009800703376713108,
1.57,0.5803719376226686,0.0009896280623773314,
1.58,0.580810197303528,0.0009991898026964722,
1.59,0.5812445129394078,0.0010087554870605922,
1.6,0.5816749542313964,0.0010183250457686038,
1.61,0.5821015890771264,0.0010278984109228738,
1.62,0.5825244836317157,0.0010374755163682844,
1.63,0.5829437023661809,0.001047056297633819,
1.64,0.5833593081234477,0.0010566406918765523,
1.65,0.5837713621720761,0.0010662286378279237,
1.66,0.5841799242578088,0.001075820075742191,
1.67,0.5845850526530473,0.0010854149473469527,
1.68,0.5849868042043537,0.0010950131957956463,
1.69,0.5853852343780735,0.0011046147656219264,
1.7,0.5857803973041635,0.0011142196026958364,
1.71,0.5861723458183103,0.0011238276541816897,
1.72,0.5865611315024182,0.0011334388684975819,
1.73,0.5869468047235405,0.0011430531952764595,
1.74,0.5873294146713252,0.0011526705853286748,
1.75,0.5877090093940414,0.0011622909906059587,
1.76,0.588085635833251,0.001171914364166749,
1.77,0.5884593398571852,0.0011815406601428148,
1.78,0.5888301662928832,0.0011911698337071167,
1.79,0.5891981589571468,0.0012008018410428532,
1.8,0.5895633606863636,0.0012104366393136364,
1.81,0.5899258133652473,0.0012200741866347528,
1.82,0.5902855579545403,0.0012297144420454597,
1.83,0.5906426345177249,0.001239357365482275,
1.84,0.590997082246784,0.001249002917753216,
1.85,0.5913489394870511,0.001258651060512949,
1.86,0.5916982437611881,0.0012683017562388121,
1.87,0.5920450317923271,0.001277954968207673,
1.88,0.5923893395264114,0.0012876106604735886,
1.89,0.5927312021537661,0.0012972687978462338,
1.9,0.5930706541299328,0.0013069293458700673,
1.91,0.5934077291957964,0.0013165922708042036,
1.92,0.5937424603970319,0.0013262575396029682,
1.93,0.5940748801029004,0.0013359251198970996,
1.94,0.5944050200244184,0.0013455949799755815,
1.95,0.5947329112319258,0.0013552670887680741,
1.96,0.5950585841720757,0.0013649414158279243,
1.97,0.5953820686842692,0.0013746179313157308,
1.98,0.5957033940165574,0.0013842966059834426,
1.99,0.5960225888410272,0.0013939774111589728,
2,0.5963396812686969,0.0014036603187313032,
2.01,0.5966546988639346,0.0014133453011360652,
2.02,0.5969676686584209,0.0014230323313415792,
2.03,0.59727861716467,0.00143272138283533,
2.04,0.5975875703891304,0.0014424124296108698,
2.05,0.5978945538448749,0.001452105446155125,
2.06,0.5981995925639003,0.0014618004074360997,
2.07,0.5985027111090467,0.0014714972888909533,
2.08,0.598803933585555,0.001481196066414445,
2.09,0.5991032836522701,0.0014908967163477299,
2.1,0.5994007845325086,0.0015005992154674915,
2.11,0.5996964590245976,0.0015103035409754022,
2.12,0.5999903295121006,0.0015200096704878995,
2.13,0.6002824179737377,0.0015297175820262621,
2.14,0.600572745993015,0.001539427254006985,
2.15,0.6008613347675699,0.0015491386652324302,
2.16,0.6011482051182434,0.0015588517948817568,
2.17,0.6014333774978909,0.001568566622502109,
2.18,0.6017168719999361,0.001578283128000064,
2.19,0.6019987083666802,0.0015880012916333198,
2.2,0.602278905997376,0.0015977210940026241,
2.21,0.6025574839560688,0.001607442516043931,
2.22,0.6028344609792191,0.0016171655390207812,
2.23,0.6031098583381796,0.0016268901416618205,
2.24,0.603383688223692,0.0016366163117763081,
2.25,0.6036559715056462,0.001646344028494354,
2.26,0.6039267256809321,0.0016560732743190678,
2.27,0.6041959679541036,0.0016658040320458964,
2.28,0.6044637152436876,0.0016755362847563123,
2.29,0.6047299841884411,0.0016852700158115589,
2.3,0.6049947911534395,0.0016950052088465604,
2.31,0.6052581522360001,0.001704741847764,
2.32,0.6055200832714495,0.0017144799167285504,
2.33,0.6057805998387354,0.0017242194001612647,
2.34,0.6060397172658919,0.001733960282734108,
2.35,0.6062974506353591,0.001743702549364641,
2.36,0.6065538147891653,0.0017534461852108346,
2.37,0.6068088243339725,0.0017631911756660276,
2.38,0.6070624936459921,0.0017729375063540078,
2.39,0.6073148368757736,0.0017826851631242266,
2.4,0.6075658679528702,0.0017924341320471298,
2.41,0.6078156005903846,0.0018021843994096155,
2.42,0.6080640482894006,0.0018119359517105992,
2.43,0.6083112243433022,0.001821688775656698,
2.44,0.6085571418419818,0.0018314428581580181,
2.45,0.608801813675947,0.0018411981863240532,
2.46,0.6090452525403208,0.0018509547474596791,
2.47,0.6092874709387459,0.0018607125290612543,
2.48,0.60952848118719,0.0018704715188128098,
2.49,0.6097682954176598,0.0018802317045823406,
2.5,0.6100069255818213,0.0018899930744181786,
2.51,0.6102443834545359,0.001899755616545464,
2.52,0.6104806806373065,0.0019095193193626936,
2.53,0.6107158285616436,0.0019192841714383562,
2.54,0.6109498384923492,0.0019290501615076509,
2.55,0.6111827215307223,0.0019388172784692776,
2.56,0.6114144886176887,0.0019485855113823114,
2.57,0.6116451505368559,0.001958354849463144,
2.58,0.6118747179174963,0.001968125282082504,
2.59,0.612103201237461,0.001977896798762539,
2.6,0.6123306108260241,0.001987669389173976,
2.61,0.6125569568666629,0.001997443043133337,
2.62,0.6127822493997713,0.0020072177506002286,
2.63,0.6130064983253132,0.002016993501674687,
2.64,0.6132297134054121,0.002026770286594588,
2.65,0.6134519042668852,0.0020365480957331146,
2.66,0.6136730804037164,0.002046326919596284,
2.67,0.6138932511794749,0.002056106748820525,
2.68,0.6141124258296797,0.0020658875741703204,
2.69,0.6143306134641102,0.0020756693865358897,
2.7,0.6145478230690652,0.002085452176930935,
2.71,0.6147640635095724,0.0020952359364904277,
2.72,0.6149793435315474,0.002105020656468453,
2.73,0.6151936717639074,0.0021148063282360927,
2.74,0.6154070567206359,0.0021245929432793646,
2.75,0.6156195068028045,0.0021343804931971957,
2.76,0.6158310303005492,0.0021441689696994506,
2.77,0.616041635395004,0.002153958364604996,
2.78,0.6162513301601935,0.002163748669839806,
2.79,0.6164601225648844,0.002173539877435116,
2.8,0.6166680204743966,0.002183331979525603,
2.81,0.6168750316523774,0.002193124968347623,
2.82,0.6170811637625359,0.002202918836237464,
2.83,0.6172864243703424,0.0022127135756296575,
2.84,0.6174908209446917,0.002222509179055308,
2.85,0.6176943608595302,0.00223230563914047,
2.86,0.6178970513954509,0.002242102948604549,
2.87,0.6180988997412544,0.002251901100258746,
2.88,0.6182999129954762,0.002261700087004524,
2.89,0.6185000981678853,0.002271499901832115,
2.9,0.61869946218095,0.00228130053781905,
2.91,0.6188980118712731,0.002291101988128727,
2.92,0.6190957539910008,0.002300904246008999,
2.93,0.619292695209199,0.002310707304790801,
2.94,0.6194888421132054,0.0023205111578867947,
2.95,0.6196842012099517,0.0023303157987900483,
2.96,0.6198787789272608,0.0023401212210727392,
2.97,0.6200725816151177,0.0023499274183848826,
2.98,0.6202656155469147,0.0023597343844530853,
2.99,0.620457886920672,0.002369542113079328,
3,0.6206494018602351,0.002379350598139765,
3.01,0.6208401664164466,0.0023891598335835534,
3.02,0.621030186568298,0.002398969813431702,
3.03,0.6212194682240554,0.0024087805317759446,
3.04,0.6214080172223666,0.0024185919827776335,
3.05,0.6215958393333447,0.0024284041606666552,
3.06,0.6217829402596318,0.0024382170597403684,
3.07,0.6219693256374408,0.002448030674362559,
3.08,0.6221550010375796,0.0024578449989624204,
3.09,0.6223399719664535,0.0024676600280335464,
3.1,0.62252424386705,0.0024774757561329503,
3.11,0.6227078221199035,0.0024872921778800964,
3.12,0.6228907120440433,0.0024971092879559568,
3.13,0.6230729188979235,0.0025069270811020764,
3.14,0.6232544478803336,0.0025167455521196667,
3.15,0.623435304131295,0.002526564695868705,
3.16,0.6236154927329387,0.0025363845072670613,
3.17,0.6237950187103677,0.0025462049812896323,
3.18,0.6239738870325026,0.0025560261129674976,
3.19,0.6241521026129127,0.0025658478973870874,
3.2,0.6243296703106309,0.0025756703296893695,
3.21,0.6245065949309551,0.002585493405069045,
3.22,0.6246828812262329,0.002595317118773767,
3.23,0.6248585338966338,0.002605141466103366,
3.24,0.625033557590907,0.0026149664424090936,
3.25,0.6252079569071247,0.0026247920430928755,
3.26,0.6253817363934134,0.0026346182636065862,
3.27,0.6255549005486718,0.0026444450994513283,
3.28,0.6257274538232742,0.002654272546176726,
3.29,0.6258994006197641,0.002664100599380236,
3.3,0.6260707452935339,0.002673929254706466,
3.31,0.6262414921534922,0.002683758507846508,
3.32,0.626411645462721,0.002693588354537279,
3.33,0.6265812094391197,0.0027034187905608806,
3.34,0.6267501882560389,0.002713249811743961,
3.35,0.6269185860429034,0.0027230814139570965,
3.36,0.6270864068858227,0.002732913593114177,
3.37,0.6272536548281933,0.002742746345171807,
3.38,0.6274203338712886,0.0027525796661287114,
3.39,0.6275864479748396,0.0027624135520251604,
3.4,0.6277520010576064,0.0027722479989423935,
3.41,0.627916996997938,0.002782083003002062,
3.42,0.6280814396343244,0.0027919185603656757,
3.43,0.6282453327659383,0.002801754667234062,
3.44,0.6284086801531685,0.0028115913198468313,
3.45,0.6285714855181433,0.002821428514481857,
3.46,0.6287337525452461,0.002831266247454754,
3.47,0.6288954848816214,0.002841104515118379,
3.48,0.6290566861376734,0.0028509433138623266,
3.49,0.6292173598875557,0.0028607826401124445,
3.5,0.6293775096696529,0.0028706224903303473,
3.51,0.6295371389870547,0.0028804628610129453,
3.52,0.6296962513080208,0.0028903037486919794,
3.53,0.6298548500664412,0.002900145149933559,
3.54,0.6300129386622851,0.002909987061337715,
3.55,0.6301705204620457,0.002919829479537954,
3.56,0.6303275987991755,0.0029296724012008247,
3.57,0.6304841769745165,0.0029395158230254835,
3.58,0.630640258256722,0.0029493597417432783,
3.59,0.6307958458826718,0.0029592041541173283,
3.6,0.630950943057882,0.002969049056942118,
3.61,0.6311055529569066,0.0029788944470430932,
3.62,0.6312596787237335,0.0029887403212762666,
3.63,0.6314133234721742,0.0029985866765278256,
3.64,0.6315664902862475,0.0030084335097137526,
3.65,0.6317191822205565,0.0030182808177794435,
3.66,0.6318714023006602,0.00302812859769934,
3.67,0.6320231535234396,0.0030379768464765602,
3.68,0.6321744388574569,0.003047825561142543,
3.69,0.6323252612433103,0.0030576747387566897,
3.7,0.6324756235939824,0.0030675243764060178,
3.71,0.6326255287951841,0.003077374471204816,
3.72,0.6327749797056923,0.0030872250202943078,
3.73,0.6329239791576832,0.003097076020842317,
3.74,0.6330725299570593,0.003106927470042941,
3.75,0.6332206348837732,0.003116779365116227,
3.76,0.6333682966921448,0.003126631703307855,
3.77,0.633515518111174,0.003136484481888826,
3.78,0.6336623018448498,0.00314633769815515,
3.79,0.6338086505724533,0.003156191349427547,
3.8,0.6339545669488565,0.0031660454330511433,
3.81,0.634100053604818,0.003175899946395182,
3.82,0.6342451131472714,0.0031857548868527287,
3.83,0.6343897481596121,0.003195610251840388,
3.84,0.6345339612019792,0.0032054660387980205,
3.85,0.6346777548115313,0.003215322245188469,
3.86,0.6348211315027213,0.0032251788684972784,
3.87,0.6349640937675651,0.003235035906232435,
3.88,0.6351066440759056,0.0032448933559240944,
3.89,0.6352487848756759,0.0032547512151243243,
3.9,0.6353905185931558,0.0032646094814068444,
3.91,0.6355318476332253,0.003274468152366775,
3.92,0.6356727743796153,0.003284327225620385,
3.93,0.6358133011951538,0.0032941866988048466,
3.94,0.6359534304220078,0.003304046569577992,
3.95,0.6360931643819242,0.003313906835618076,
3.96,0.6362325053764648,0.0033237674946235353,
3.97,0.6363714556872385,0.003333628544312762,
3.98,0.6365100175761313,0.0033434899824238687,
3.99,0.6366481932855313,0.003353351806714469,
4,0.6367859850385523,0.0033632140149614477,
4.01,0.6369233950392527,0.0033730766049607473,
4.02,0.6370604254728516,0.0033829395745271482,
4.03,0.6371970785059432,0.003392802921494057,
4.04,0.6373333562867063,0.003402666643713294,
4.05,0.637469260945112,0.003412530739054888,
4.06,0.637604794593128,0.0034223952054068716,
4.07,0.6377399593249209,0.0034322600406750795,
4.08,0.6378747572170539,0.0034421252427829464,
4.09,0.6380091903286836,0.0034519908096713164,
4.1,0.6381432607017535,0.003461856739298246,
4.11,0.6382769703611847,0.0034717230296388156,
4.12,0.6384103213150626,0.0034815896786849375,
4.13,0.6385433155548247,0.0034914566844451754,
4.14,0.6386759550554417,0.003501324044944558,
4.15,0.6388082417755986,0.003511191758224402,
4.16,0.6389401776578726,0.0035210598223421275,
4.17,0.639071764628909,0.003530928235371091,
4.18,0.6392030045995936,0.0035407969954004063,
4.19,0.6393338994652242,0.0035506661005347763,
4.2,0.6394644511056793,0.003560535548894321,
4.21,0.6395946613855833,0.003570405338614417,
4.22,0.6397245321544722,0.0035802754678455275,
4.23,0.6398540652469534,0.003590145934753047,
4.24,0.6399832624828676,0.0036000167375171326,
4.25,0.6401121256674446,0.0036098878743325556,
4.26,0.6402406565914597,0.00361975934340854,
4.27,0.6403688570313868,0.003629631142968613,
4.28,0.6404967287495499,0.0036395032712504506,
4.29,0.6406242734942724,0.003649375726505728,
4.3,0.6407514930000248,0.003659248506999975,
4.31,0.64087838898757,0.00366912161101243,
4.32,0.6410049631641065,0.0036789950368358937,
4.33,0.6411312172234113,0.003688868782776589,
4.34,0.6412571528459784,0.0036987428471540215,
4.35,0.6413827716991578,0.0037086172283008418,
4.36,0.641508075437292,0.0037184919245627085,
4.37,0.6416330657018494,0.003728366934298151,
4.38,0.6417577441215581,0.003738242255878442,
4.39,0.6418821123125367,0.003748117887687463,
4.4,0.6420061718784236,0.003757993828121577,
4.41,0.6421299244105051,0.003767870075589495,
4.42,0.6422533714878413,0.0037777466285121588,
4.43,0.6423765146773905,0.0037876234853226093,
4.44,0.6424993555341332,0.0037975006444658675,
4.45,0.6426218956011913,0.0038073781043988088,
4.46,0.6427441364099503,0.0038172558635900496,
4.47,0.6428660794801767,0.003827133920519823,
4.48,0.6429877263201347,0.003837012273679866,
4.49,0.6431090784267021,0.003846890921573298,
4.5,0.6432301372854837,0.0038567698627145165,
4.51,0.6433509043709245,0.003866649095629075,
4.52,0.6434713811464206,0.0038765286188535792,
4.53,0.6435915690644288,0.0038864084309355716,
4.54,0.6437114695665755,0.0038962885304334245,
4.55,0.6438310840837631,0.0039061689159162367,
4.56,0.6439504140362766,0.003916049585963723,
4.57,0.6440694608338875,0.003925930539166113,
4.58,0.6441882258759573,0.003935811774124043,
4.59,0.6443067105515388,0.003945693289448461,
4.6,0.6444249162394783,0.003955575083760521,
4.61,0.6445428443085133,0.003965457155691487,
4.62,0.6446604961173719,0.003975339503882628,
4.63,0.6447778730148693,0.003985222126985131,
4.64,0.6448949763400046,0.0039951050236599955,
4.65,0.6450118074220544,0.004004988192577946,
4.66,0.6451283675806668,0.004014871632419334,
4.67,0.6452446581259547,0.004024755341874045,
4.68,0.6453606803585857,0.004034639319641414,
4.69,0.6454764355698742,0.004044523564430126,
4.7,0.645591925041869,0.0040544080749581315,
4.71,0.6457071500474423,0.004064292849952558,
4.72,0.6458221118503767,0.004074177888149623,
4.73,0.6459368117054513,0.004084063188294549,
4.74,0.6460512508585265,0.004093948749141474,
4.75,0.646165430546629,0.004103834569453371,
4.76,0.6462793519980335,0.004113720648001967,
4.77,0.6463930164323457,0.004123606983567654,
4.78,0.6465064250605836,0.004133493574939417,
4.79,0.6466195790852572,0.004143380420914743,
4.8,0.6467324797004481,0.004153267520299552,
4.81,0.6468451280918878,0.004163154871908112,
4.82,0.6469575254370349,0.004173042474562965,
4.83,0.6470696729051524,0.004182930327094847,
4.84,0.6471815716573822,0.0041928184283426175,
4.85,0.6472932228468213,0.004202706777153178,
4.86,0.6474046276185946,0.004212595372381406,
4.87,0.6475157871099289,0.004222484212890071,
4.88,0.6476267024502241,0.004232373297549776,
4.89,0.647737374761126,0.004242262625238874,
4.9,0.6478478051565957,0.004252152194843405,
4.91,0.6479579947429803,0.00426204200525702,
4.92,0.6480679446190815,0.004271932055380919,
4.93,0.6481776558762242,0.004281822344123776,
4.94,0.6482871295983236,0.0042917128704016766,
4.95,0.648396366861952,0.004301603633138048,
4.96,0.6485053687364055,0.004311494631263594,
4.97,0.6486141362837683,0.004321385863716232,
4.98,0.6487226705589777,0.004331277329441023,
4.99,0.6488309726098878,0.0043411690273901125,
5,0.6489390434773328,0.004351060956522667,
5.01,0.6490468841951889,0.004360953115804811,
5.02,0.649154495790437,0.004370845504209563,
5.03,0.6492618792832227,0.004380738120716778,
5.04,0.6493690356869168,0.004390630964313083,
5.05,0.6494759660081759,0.004400524033991824,
5.06,0.6495826712470002,0.0044104173287529995,
5.07,0.6496891523967928,0.0044203108476032075,
5.08,0.6497954104444169,0.004430204589555583,
5.09,0.6499014463702536,0.004440098553629746,
5.1,0.6500072611482575,0.004449992738851743,
5.11,0.6501128557460133,0.004459887144253987,
5.12,0.6502182311247908,0.004469781768875209,
5.13,0.6503233882395997,0.0044796766117604,
5.14,0.6504283280392436,0.0044895716719607565,
5.15,0.6505330514663735,0.004499466948533627,
5.16,0.6506375594575412,0.004509362440542459,
5.17,0.6507418529432507,0.0045192581470567495,
5.18,0.6508459328480108,0.004529154067151989,
5.19,0.6509498000903866,0.004539050199909614,
5.2,0.6510534555830493,0.004548946544416951,
5.21,0.6511569002328269,0.004558843099767174,
5.22,0.651260134940754,0.004568739865059246,
5.23,0.6513631606021208,0.00457863683939788,
5.24,0.6514659781065214,0.004588534021893479,
5.25,0.6515685883379023,0.004598431411662098,
5.26,0.6516709921746101,0.00460832900782539,
5.27,0.6517731904894376,0.004618226809510562,
5.28,0.6518751841496719,0.004628124815850328,
5.29,0.6519769740171392,0.004638023025982861,
5.3,0.652078560948251,0.004647921439051749,
5.31,0.6521799457940497,0.00465782005420595,
5.32,0.6522811294002521,0.004667718870599748,
5.33,0.6523821126072947,0.0046776178873927056,
5.34,0.652482896250377,0.004687517103749623,
5.35,0.6525834811595052,0.004697416518840494,
5.36,0.6526838681595342,0.004707316131840466,
5.37,0.6527840580702107,0.00471721594192979,
5.38,0.6528840517062154,0.004727115948293784,
5.39,0.6529838498772041,0.004737016150122795,
5.4,0.653083453387849,0.004746916546612152,
5.41,0.6531828630378792,0.004756817136962121,
5.42,0.6532820796221214,0.004766717920377879,
5.43,0.6533811039305393,0.004776618896069461,
5.44,0.653479936748274,0.004786520063251727,
5.45,0.6535785788556818,0.004796421421144319,
5.46,0.653677031028374,0.004806322968971626,
5.47,0.6537752940372545,0.004816224705962745,
5.48,0.6538733686485583,0.0048261266313514425,
5.49,0.6539712556238885,0.004836028744376112,
5.5,0.6540689557202538,0.004845931044279746,
5.51,0.6541664696901051,0.0048558335303098945,
5.52,0.6542637982813722,0.004865736201718628,
5.53,0.6543609422374995,0.004875639057762501,
5.54,0.6544579022974824,0.004885542097702518,
5.55,0.6545546791959013,0.004895445320804099,
5.56,0.654651273662958,0.004905348726337042,
5.57,0.6547476864245101,0.00491525231357549,
5.58,0.6548439182021044,0.004925156081797896,
5.59,0.6549399697130119,0.004935060030286988,
5.6,0.655035841670261,0.004944964158329739,
5.61,0.6551315347826706,0.004954868465217329,
5.62,0.6552270497548838,0.004964772950245116,
5.63,0.6553223872873997,0.0049746776127126005,
5.64,0.6554175480766067,0.004984582451923393,
5.65,0.6555125328148134,0.004994487467185187,
5.66,0.6556073421902813,0.005004392657809719,
5.67,0.655701976887256,0.005014298023112744,
5.68,0.6557964375859979,0.005024203562414002,
5.69,0.6558907249628132,0.005034109275037188,
5.7,0.6559848396900846,0.005044015160309915,
5.71,0.6560787824363017,0.005053921217563698,
5.72,0.6561725538660902,0.005063827446133909,
5.73,0.6562661546402425,0.005073733845359758,
5.74,0.656359585415746,0.0050836404145842545,
5.75,0.6564528468458131,0.005093547153154187,
5.76,0.6565459395799096,0.00510345406042009,
5.77,0.6566388642637833,0.005113361135736216,
5.78,0.6567316215394922,0.005123268378460508,
5.79,0.6568242120454325,0.005133175787954567,
5.8,0.6569166364163664,0.005143083363583633,
5.81,0.6570088952834497,0.00515299110471655,
5.82,0.6571009892742585,0.005162899010725742,
5.83,0.6571929190128171,0.005172807080987183,
5.84,0.6572846851196232,0.005182715314880377,
5.85,0.657376288211676,0.005192623711788324,
5.86,0.6574677289025018,0.005202532271097499,
5.87,0.6575590078021789,0.005212440992197821,
5.88,0.6576501255173651,0.005222349874482635,
5.89,0.6577410826513221,0.005232258917348678,
5.9,0.6578318798039408,0.00524216812019606,
5.91,0.6579225175717662,0.005252077482428234,
5.92,0.6580129965480235,0.005261987003451977,
5.93,0.6581033173226402,0.00527189668267736,
5.94,0.658193480482273,0.0052818065195177274,
5.95,0.6582834866103301,0.00529171651338967,
5.96,0.6583733362869956,0.005301626663713004,
5.97,0.6584630300892539,0.005311536969910746,
5.98,0.6585525685909118,0.005321447431409089,
5.99,0.658641952362623,0.005331358047637377,
6,0.6587311819719102,0.00534126881802809,
6.01,0.6588202579831882,0.005351179742016812,
6.02,0.6589091809577869,0.005361090819042212,
6.03,0.6589979514539731,0.005371002048546027,
6.04,0.6590865700269731,0.005380913429973027,
6.05,0.6591750372289944,0.005390824962771006,
6.06,0.6592633536092479,0.005400736646390751,
6.07,0.6593515197139689,0.005410648480286031,
6.08,0.6594395360864392,0.005420560463913561,
6.09,0.6595274032670078,0.0054304725967329924,
6.1,0.6596151217931118,0.005440384878206888,
6.11,0.6597026921992981,0.005450297307800702,
6.12,0.6597901150172434,0.005460209884982757,
6.13,0.6598773907757741,0.005470122609224226,
6.14,0.6599645200008881,0.005480035479999112,
6.15,0.6600515032157734,0.005489948496784227,
6.16,0.6601383409408292,0.005499861659059171,
6.17,0.6602250336936846,0.005509774966306316,
6.18,0.6603115819892188,0.005519688418010781,
6.19,0.6603979863395808,0.00552960201366042,
6.2,0.6604842472542077,0.005539515752745793,
6.21,0.6605703652398449,0.005549429634760155,
6.22,0.660656340800564,0.005559343659199436,
6.23,0.6607421744377818,0.005569257825562219,
6.24,0.6608278666502795,0.0055791721333497205,
6.25,0.6609134179342201,0.00558908658206578,
6.26,0.6609988287831676,0.0055990011712168325,
6.27,0.6610840996881041,0.005608915900311895,
6.28,0.661169231137449,0.005618830768862552,
6.29,0.6612542236170754,0.005628745776382925,
6.3,0.6613390776103291,0.005638660922389671,
6.31,0.6614237935980445,0.005648576206401955,
6.32,0.6615083720585633,0.005658491627941437,
6.33,0.6615928134677513,0.005668407186532249,
6.34,0.6616771182990147,0.005678322881700985,
6.35,0.6617612870233182,0.005688238712976681,
6.36,0.6618453201092007,0.0056981546798907995,
6.37,0.6619292180227923,0.005708070781977208,
6.38,0.6620129812278309,0.0057179870187721695,
6.39,0.6620966101856782,0.005727903389814322,
6.4,0.662180105355336,0.005737819894644665,
6.41,0.6622634671934625,0.005747736532806537,
6.42,0.6623466961543877,0.0057576533038456125,
6.43,0.6624297926901295,0.00576757020730987,
6.44,0.662512757250409,0.005777487242749592,
6.45,0.6625955902826668,0.005787404409717333,
6.46,0.6626782922320774,0.005797321707767923,
6.47,0.662760863541565,0.0058072391364584345,
6.48,0.6628433046518185,0.005817156695348182,
6.49,0.6629256160013061,0.005827074383998695,
6.5,0.6630077980262912,0.005836992201973709,
6.51,0.663089851160846,0.005846910148839154,
6.52,0.6631717758368663,0.005856828224163133,
6.53,0.663253572484087,0.005866746427515913,
6.54,0.6633352415300954,0.005876664758469905,
6.55,0.6634167834003456,0.005886583216599654,
6.56,0.6634981985181728,0.005896501801481827,
6.57,0.663579487304808,0.005906420512695193,
6.58,0.6636606501793904,0.00591633934982061,
6.59,0.6637416875589826,0.005926258312441018,
6.6,0.6638225998585835,0.0059361774001414165,
6.61,0.6639033874911422,0.005946096612508858,
6.62,0.6639840508675713,0.005956015949132429,
6.63,0.6640645903967601,0.00596593540960324,
6.64,0.6641450064855885,0.005975854993514411,
6.65,0.6642252995389389,0.005985774700461062,
6.66,0.6643054699597106,0.00599569453004029,
6.67,0.6643855181488318,0.006005614481851169,
6.68,0.6644654445052728,0.006015534555494727,
6.69,0.6645452494260584,0.006025454750573942,
6.7,0.6646249333062808,0.006035375066693719,
6.71,0.664704496539112,0.0060452955034608884,
6.72,0.6647839395158163,0.006055216060484183,
6.73,0.6648632626257621,0.0060651367373742385,
6.74,0.664942466256435,0.006075057533743565,
6.75,0.6650215507934488,0.006084978449206552,
6.76,0.6651005166205589,0.006094899483379441,
6.77,0.6651793641196727,0.006104820635880327,
